# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 3K of event 'cycles:ppp'
# Event count (approx.): 3789
#
# Overhead  Command       Source Shared Object  Source Symbol                                  Target Symbol                                  Basic Block Cycles
# ........  ............  ....................  .............................................  .............................................  ..................
#
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc                           [k] memcg_kmem_get_cache                       59                
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc                           [k] memcg_kmem_put_cache                       442               
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc                           [k] getname_flags                              4                 
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc                           [k] security_file_alloc                        4                 
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc                           [k] memset                                     619               
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc                           [k] memset                                     399               
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc                           [k] memset                                     196               
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc                           [k] _cond_resched                              19                
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc                           [k] _cond_resched                              5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc_trace                     [k] memcg_kmem_put_cache                       375               
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc_trace                     [k] proc_self_get_link                         4                 
     0.03%  redis-server  [kernel.kallsyms]     [k] kmem_cache_alloc_trace                     [k] _cond_resched                              40                
     0.03%  redis-server  [kernel.kallsyms]     [k] __kmalloc_node                             [k] kvmalloc_node                              15                
     0.03%  redis-server  [kernel.kallsyms]     [k] __kmalloc_node                             [k] kmalloc_slab                               144               
     0.03%  redis-server  [kernel.kallsyms]     [k] __kmalloc_node                             [k] memcg_kmem_put_cache                       90                
     0.03%  redis-server  [kernel.kallsyms]     [k] __kmalloc_node                             [k] _cond_resched                              6                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __check_heap_object                        [k] __check_object_size                        35                
     0.03%  redis-server  [kernel.kallsyms]     [k] get_mem_cgroup_from_mm                     [k] memcg_kmem_get_cache                       722               
     0.03%  redis-server  [kernel.kallsyms]     [k] get_mem_cgroup_from_mm                     [k] memcg_kmem_get_cache                       451               
     0.03%  redis-server  [kernel.kallsyms]     [.] mem_cgroup_handle_over_high                [.] exit_to_usermode_loop                      80                
     0.03%  redis-server  [kernel.kallsyms]     [.] mem_cgroup_handle_over_high                [.] exit_to_usermode_loop                      72                
     0.03%  redis-server  [kernel.kallsyms]     [k] memcg_kmem_put_cache                       [k] kmem_cache_alloc_trace                     2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] memcg_kmem_put_cache                       [k] __kmalloc_node                             5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] check_stack_object                         [k] __check_object_size                        12                
     0.03%  redis-server  [kernel.kallsyms]     [k] __check_object_size                        [k] __virt_addr_valid                          24                
     0.03%  redis-server  [kernel.kallsyms]     [k] __check_object_size                        [k] __check_heap_object                        6                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __check_object_size                        [k] check_stack_object                         5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __check_object_size                        [k] seq_read                                   5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __check_object_size                        [k] strncpy_from_user                          106               
     0.03%  redis-server  [kernel.kallsyms]     [k] filp_close                                 [k] dnotify_flush                              62                
     0.03%  redis-server  [kernel.kallsyms]     [k] filp_close                                 [k] dnotify_flush                              60                
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_close                                  [k] __close_fd                                 135               
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_close                                  [k] __close_fd                                 132               
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_close                                  [k] __close_fd                                 124               
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_close                                  [k] __close_fd                                 90                
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_close                                  [k] __close_fd                                 89                
     0.03%  redis-server  [kernel.kallsyms]     [k] do_dentry_open                             [k] path_get                                   111               
     0.03%  redis-server  [kernel.kallsyms]     [.] do_dentry_open                             [.] path_get                                   63                
     0.03%  redis-server  [kernel.kallsyms]     [.] do_dentry_open                             [.] errseq_sample                              1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] vfs_open                                   [k] do_dentry_open                             95                
     0.03%  redis-server  [kernel.kallsyms]     [.] vfs_open                                   [.] do_dentry_open                             62                
     0.03%  redis-server  [kernel.kallsyms]     [.] do_sys_open                                [.] sys_openat                                 4                 
     0.03%  redis-server  [kernel.kallsyms]     [.] do_sys_open                                [.] putname                                    12                
     0.03%  redis-server  [kernel.kallsyms]     [k] do_sys_open                                [k] getname                                    236               
     0.03%  redis-server  [kernel.kallsyms]     [.] do_sys_open                                [.] getname                                    196               
     0.03%  redis-server  [kernel.kallsyms]     [k] do_sys_open                                [k] do_filp_open                               34                
     0.03%  redis-server  [kernel.kallsyms]     [k] do_sys_open                                [k] get_unused_fd_flags                        10                
     0.03%  redis-server  [kernel.kallsyms]     [.] do_sys_open                                [.] fd_install                                 1                 
     0.03%  redis-server  [kernel.kallsyms]     [.] do_sys_open                                [.] fsnotify                                   2                 
     0.03%  redis-server  [kernel.kallsyms]     [.] do_sys_open                                [.] __fsnotify_parent                          83                
     0.03%  redis-server  [kernel.kallsyms]     [.] sys_openat                                 [.] do_syscall_64                              3                 
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_openat                                 [k] do_sys_open                                115               
     0.03%  redis-server  [kernel.kallsyms]     [.] sys_openat                                 [.] do_sys_open                                69                
     0.03%  redis-server  [kernel.kallsyms]     [k] rw_verify_area                             [k] security_file_permission                   113               
     0.03%  redis-server  [kernel.kallsyms]     [k] __vfs_read                                 [k] vfs_read                                   17                
     0.03%  redis-server  [kernel.kallsyms]     [k] vfs_read                                   [k] rw_verify_area                             81                
     0.03%  redis-server  [kernel.kallsyms]     [k] vfs_read                                   [k] rw_verify_area                             34                
     0.03%  redis-server  [kernel.kallsyms]     [k] vfs_read                                   [k] sys_read                                   17                
     0.03%  redis-server  [kernel.kallsyms]     [k] vfs_read                                   [k] fsnotify                                   2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] vfs_read                                   [k] __fsnotify_parent                          135               
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_read                                   [k] do_syscall_64                              10                
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_read                                   [k] do_syscall_64                              3                 
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_read                                   [k] fput                                       2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_read                                   [k] __fdget_pos                                111               
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_read                                   [k] __fdget_pos                                73                
     0.03%  redis-server  [kernel.kallsyms]     [k] sys_read                                   [k] __f_unlock_pos                             37                
     0.03%  redis-server  [kernel.kallsyms]     [k] get_empty_filp                             [k] __mutex_init                               3                 
     0.03%  redis-server  [kernel.kallsyms]     [k] get_empty_filp                             [k] kmem_cache_alloc                           212               
     0.03%  redis-server  [kernel.kallsyms]     [k] get_empty_filp                             [k] path_openat                                4                 
     0.03%  redis-server  [kernel.kallsyms]     [k] get_empty_filp                             [k] security_file_alloc                        192               
     0.03%  redis-server  [kernel.kallsyms]     [k] get_empty_filp                             [k] security_file_alloc                        103               
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] put_pid                                    10                
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] call_rcu_sched                             1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] module_put                                 2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] dput                                       1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] fsnotify                                   2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] __fsnotify_parent                          27                
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] locks_remove_file                          1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] security_file_free                         3                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] security_file_free                         1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] ima_file_free                              6                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] percpu_counter_add_batch                   106               
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] _cond_resched                              26                
     0.03%  redis-server  [kernel.kallsyms]     [k] __fput                                     [k] __indirect_thunk_start                     13                
     0.03%  redis-server  [kernel.kallsyms]     [k] ____fput                                   [k] __fput                                     69                
     0.03%  redis-server  [kernel.kallsyms]     [k] fput_many                                  [k] fput                                       402               
     0.03%  redis-server  [kernel.kallsyms]     [.] fput_many                                  [.] fput                                       389               
     0.03%  redis-server  [kernel.kallsyms]     [.] fput_many                                  [.] fput                                       356               
     0.03%  redis-server  [kernel.kallsyms]     [k] fput_many                                  [k] fput                                       347               
     0.03%  redis-server  [kernel.kallsyms]     [.] fput_many                                  [.] fput                                       230               
     0.03%  redis-server  [kernel.kallsyms]     [k] fput_many                                  [k] fput                                       227               
     0.03%  redis-server  [kernel.kallsyms]     [k] fput_many                                  [k] fput                                       47                
     0.03%  redis-server  [kernel.kallsyms]     [k] fput_many                                  [k] fput                                       28                
     0.03%  redis-server  [kernel.kallsyms]     [k] fput_many                                  [k] fput                                       23                
     0.03%  redis-server  [kernel.kallsyms]     [k] fput_many                                  [k] fput                                       21                
     0.03%  redis-server  [kernel.kallsyms]     [k] fput                                       [k] filp_close                                 1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] fput                                       [k] sys_read                                   2                 
     0.03%  redis-server  [kernel.kallsyms]     [.] fput                                       [.] fput_many                                  90                
     0.03%  redis-server  [kernel.kallsyms]     [.] fput                                       [.] fput_many                                  87                
     0.03%  redis-server  [kernel.kallsyms]     [k] fput                                       [k] fput_many                                  56                
     0.03%  redis-server  [kernel.kallsyms]     [.] fput                                       [.] fput_many                                  53                
     0.03%  redis-server  [kernel.kallsyms]     [k] fput                                       [k] fput_many                                  2                 
     0.03%  redis-server  [kernel.kallsyms]     [.] fput                                       [.] sys_epoll_wait                             9                 
     0.03%  redis-server  [kernel.kallsyms]     [.] fput                                       [.] sys_epoll_wait                             8                 
     0.03%  redis-server  [kernel.kallsyms]     [k] fput                                       [k] sys_epoll_wait                             1                 
     0.03%  redis-server  [kernel.kallsyms]     [.] restore_nameidata                          [.] do_filp_open                               161               
     0.03%  redis-server  [kernel.kallsyms]     [.] path_get                                   [.] do_dentry_open                             1                 
     0.03%  redis-server  [kernel.kallsyms]     [.] path_get                                   [.] mntget                                     57                
     0.03%  redis-server  [kernel.kallsyms]     [.] path_get                                   [.] lockref_get                                1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] terminate_walk                             [k] dput                                       36                
     0.03%  redis-server  [kernel.kallsyms]     [k] terminate_walk                             [k] dput                                       30                
     0.03%  redis-server  [kernel.kallsyms]     [k] path_init                                  [k] set_root                                   118               
     0.03%  redis-server  [kernel.kallsyms]     [k] generic_permission                         [k] __inode_permission                         57                
     0.03%  redis-server  [kernel.kallsyms]     [.] generic_permission                         [.] __inode_permission                         49                
     0.03%  redis-server  [kernel.kallsyms]     [k] generic_permission                         [k] get_cached_acl_rcu                         65                
     0.03%  redis-server  [kernel.kallsyms]     [k] generic_permission                         [k] get_cached_acl_rcu                         44                
     0.03%  redis-server  [kernel.kallsyms]     [k] generic_permission                         [k] get_acl                                    28                
     0.03%  redis-server  [kernel.kallsyms]     [k] generic_permission                         [k] get_acl                                    8                 
     0.03%  redis-server  [kernel.kallsyms]     [.] __inode_permission                         [.] generic_permission                         8                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __inode_permission                         [k] generic_permission                         7                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __inode_permission                         [k] inode_permission                           2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __inode_permission                         [k] security_inode_permission                  19                
     0.03%  redis-server  [kernel.kallsyms]     [.] __inode_permission                         [.] security_inode_permission                  6                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __inode_permission                         [k] __indirect_thunk_start                     6                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __inode_permission                         [k] __indirect_thunk_start                     5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] inode_permission                           [k] __inode_permission                         1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] may_open                                   [k] inode_permission                           42                
     0.03%  redis-server  [kernel.kallsyms]     [.] may_open                                   [.] inode_permission                           38                
     0.03%  redis-server  [kernel.kallsyms]     [.] may_open                                   [.] path_openat                                61                
     0.03%  redis-server  [kernel.kallsyms]     [k] may_open                                   [k] path_openat                                48                
     0.03%  redis-server  [kernel.kallsyms]     [k] legitimize_path.isra.29                    [k] __legitimize_mnt                           94                
     0.03%  redis-server  [kernel.kallsyms]     [k] legitimize_path.isra.29                    [k] __legitimize_mnt                           60                
     0.03%  redis-server  [kernel.kallsyms]     [k] legitimize_path.isra.29                    [k] lockref_get_not_dead                       3                 
     0.03%  redis-server  [kernel.kallsyms]     [k] legitimize_links                           [k] unlazy_walk                                91                
     0.03%  redis-server  [kernel.kallsyms]     [k] legitimize_links                           [k] unlazy_walk                                74                
     0.03%  redis-server  [kernel.kallsyms]     [k] unlazy_walk                                [k] legitimize_links                           91                
     0.03%  redis-server  [kernel.kallsyms]     [k] unlazy_walk                                [k] legitimize_links                           58                
     0.03%  redis-server  [kernel.kallsyms]     [k] follow_managed                             [k] lookup_fast                                9                 
     0.03%  redis-server  [kernel.kallsyms]     [k] lookup_fast                                [k] follow_managed                             3                 
     0.03%  redis-server  [kernel.kallsyms]     [k] lookup_fast                                [k] __d_lookup                                 80                
     0.03%  redis-server  [kernel.kallsyms]     [k] pick_link                                  [k] walk_component                             22                
     0.03%  redis-server  [kernel.kallsyms]     [k] walk_component                             [k] link_path_walk                             20                
     0.03%  redis-server  [kernel.kallsyms]     [k] link_path_walk                             [k] inode_permission                           4                 
     0.03%  redis-server  [kernel.kallsyms]     [k] link_path_walk                             [k] inode_permission                           3                 
     0.03%  redis-server  [kernel.kallsyms]     [k] link_path_walk                             [k] unlazy_walk                                55                
     0.03%  redis-server  [kernel.kallsyms]     [k] link_path_walk                             [k] unlazy_walk                                15                
     0.03%  redis-server  [kernel.kallsyms]     [k] link_path_walk                             [k] walk_component                             115               
     0.03%  redis-server  [kernel.kallsyms]     [k] link_path_walk                             [k] walk_component                             96                
     0.03%  redis-server  [kernel.kallsyms]     [k] link_path_walk                             [k] touch_atime                                39                
     0.03%  redis-server  [kernel.kallsyms]     [k] link_path_walk                             [k] security_inode_follow_link                 8                 
     0.03%  redis-server  [kernel.kallsyms]     [k] link_path_walk                             [k] _cond_resched                              1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] link_path_walk                             [k] __x86_indirect_thunk_rcx                   190               
     0.03%  redis-server  [kernel.kallsyms]     [.] path_openat                                [.] vfs_open                                   35                
     0.03%  redis-server  [kernel.kallsyms]     [k] path_openat                                [k] vfs_open                                   34                
     0.03%  redis-server  [kernel.kallsyms]     [k] path_openat                                [k] get_empty_filp                             9                 
     0.03%  redis-server  [kernel.kallsyms]     [k] path_openat                                [k] terminate_walk                             122               
     0.03%  redis-server  [kernel.kallsyms]     [k] path_openat                                [k] path_init                                  7                 
     0.03%  redis-server  [kernel.kallsyms]     [k] path_openat                                [k] may_open                                   214               
     0.03%  redis-server  [kernel.kallsyms]     [.] path_openat                                [.] may_open                                   123               
     0.03%  redis-server  [kernel.kallsyms]     [k] path_openat                                [k] do_filp_open                               89                
     0.03%  redis-server  [kernel.kallsyms]     [.] path_openat                                [.] do_filp_open                               77                
     0.03%  redis-server  [kernel.kallsyms]     [.] path_openat                                [.] dput                                       33                
     0.03%  redis-server  [kernel.kallsyms]     [k] path_openat                                [k] dput                                       5                 
     0.03%  redis-server  [kernel.kallsyms]     [.] putname                                    [.] kmem_cache_free                            62                
     0.03%  redis-server  [kernel.kallsyms]     [.] putname                                    [.] do_sys_open                                1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] getname_flags                              [k] kmem_cache_alloc                           274               
     0.03%  redis-server  [kernel.kallsyms]     [k] getname_flags                              [k] getname                                    38                
     0.03%  redis-server  [kernel.kallsyms]     [k] getname_flags                              [k] strncpy_from_user                          2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] getname                                    [k] do_sys_open                                6                 
     0.03%  redis-server  [kernel.kallsyms]     [k] getname                                    [k] getname_flags                              52                
     0.03%  redis-server  [kernel.kallsyms]     [.] getname                                    [.] getname_flags                              24                
     0.03%  redis-server  [kernel.kallsyms]     [.] do_filp_open                               [.] do_sys_open                                20                
     0.03%  redis-server  [kernel.kallsyms]     [.] do_filp_open                               [.] restore_nameidata                          120               
     0.03%  redis-server  [kernel.kallsyms]     [k] do_filp_open                               [k] restore_nameidata                          85                
     0.03%  redis-server  [kernel.kallsyms]     [k] do_filp_open                               [k] path_openat                                225               
     0.03%  redis-server  [kernel.kallsyms]     [k] select_estimate_accuracy                   [k] ktime_get_ts64                             108               
     0.03%  redis-server  [kernel.kallsyms]     [k] select_estimate_accuracy                   [k] ktime_get_ts64                             69                
     0.03%  redis-server  [kernel.kallsyms]     [k] select_estimate_accuracy                   [k] ep_poll                                    162               
     0.03%  redis-server  [kernel.kallsyms]     [k] select_estimate_accuracy                   [k] ep_poll                                    159               
     0.03%  redis-server  [kernel.kallsyms]     [k] select_estimate_accuracy                   [k] ep_poll                                    155               
     0.03%  redis-server  [kernel.kallsyms]     [k] select_estimate_accuracy                   [k] ep_poll                                    146               
     0.03%  redis-server  [kernel.kallsyms]     [k] prepend_name                               [k] prepend_path                               120               
     0.03%  redis-server  [kernel.kallsyms]     [k] prepend_name                               [k] prepend_path                               30                
     0.03%  redis-server  [kernel.kallsyms]     [k] prepend_name                               [k] prepend_path                               14                
     0.03%  redis-server  [kernel.kallsyms]     [k] prepend                                    [k] d_absolute_path                            1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] prepend                                    [k] memcpy                                     90                
     0.03%  redis-server  [kernel.kallsyms]     [k] dput.part.26                               [k] dput                                       15                
     0.03%  redis-server  [kernel.kallsyms]     [.] dput.part.26                               [.] dput                                       14                
     0.03%  redis-server  [kernel.kallsyms]     [k] dput.part.26                               [k] dput                                       2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] dput.part.26                               [k] lockref_put_return                         23                
     0.03%  redis-server  [kernel.kallsyms]     [.] dput.part.26                               [.] lockref_put_return                         18                
     0.03%  redis-server  [kernel.kallsyms]     [k] dput.part.26                               [k] lockref_put_or_lock                        41                
     0.03%  redis-server  [kernel.kallsyms]     [.] dput.part.26                               [.] lockref_put_or_lock                        36                
     0.03%  redis-server  [kernel.kallsyms]     [k] dput.part.26                               [k] lockref_put_or_lock                        33                
     0.03%  redis-server  [kernel.kallsyms]     [.] dput.part.26                               [.] lockref_put_or_lock                        31                
     0.03%  redis-server  [kernel.kallsyms]     [k] dput.part.26                               [k] lockref_put_or_lock                        5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] dput.part.26                               [k] _cond_resched                              9                 
     0.03%  redis-server  [kernel.kallsyms]     [k] dput.part.26                               [k] _cond_resched                              7                 
     0.03%  redis-server  [kernel.kallsyms]     [k] dput.part.26                               [k] _cond_resched                              6                 
     0.03%  redis-server  [kernel.kallsyms]     [.] dput.part.26                               [.] _cond_resched                              5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] dput.part.26                               [k] _cond_resched                              3                 
     0.03%  redis-server  [kernel.kallsyms]     [k] dput                                       [k] dput.part.26                               5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] dput                                       [k] dput.part.26                               2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] dput                                       [k] dput.part.26                               1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] prepend_path                               [k] prepend_name                               113               
     0.03%  redis-server  [kernel.kallsyms]     [k] prepend_path                               [k] prepend_name                               74                
     0.03%  redis-server  [kernel.kallsyms]     [k] prepend_path                               [k] prepend_name                               48                
     0.03%  redis-server  [kernel.kallsyms]     [k] prepend_path                               [k] d_absolute_path                            380               
     0.03%  redis-server  [kernel.kallsyms]     [k] d_absolute_path                            [k] prepend                                    65                
     0.03%  redis-server  [kernel.kallsyms]     [k] d_absolute_path                            [k] prepend_path                               1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] d_absolute_path                            [k] aa_path_name                               32                
     0.03%  redis-server  [kernel.kallsyms]     [k] current_time                               [k] timespec_trunc                             2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] current_time                               [k] current_kernel_time64                      73                
     0.03%  redis-server  [kernel.kallsyms]     [k] current_time                               [k] __atime_needs_update                       11                
     0.03%  redis-server  [kernel.kallsyms]     [k] __atime_needs_update                       [k] current_time                               166               
     0.03%  redis-server  [kernel.kallsyms]     [k] __atime_needs_update                       [k] touch_atime                                152               
     0.03%  redis-server  [kernel.kallsyms]     [k] touch_atime                                [k] link_path_walk                             7                 
     0.03%  redis-server  [kernel.kallsyms]     [k] touch_atime                                [k] __atime_needs_update                       14                
     0.03%  redis-server  [kernel.kallsyms]     [k] expand_files                               [k] __alloc_fd                                 66                
     0.03%  redis-server  [kernel.kallsyms]     [k] __fget                                     [k] __fget_light                               157               
     0.03%  redis-server  [kernel.kallsyms]     [k] __fget                                     [k] __fget_light                               142               
     0.03%  redis-server  [kernel.kallsyms]     [k] __fget                                     [k] __fget_light                               139               
     0.03%  redis-server  [kernel.kallsyms]     [k] __fget                                     [k] __fget_light                               128               
     0.03%  redis-server  [kernel.kallsyms]     [k] __fget                                     [k] __fget_light                               112               
     0.03%  redis-server  [kernel.kallsyms]     [k] __fget_light                               [k] __fget                                     128               
     0.03%  redis-server  [kernel.kallsyms]     [k] __fget_light                               [k] __fget                                     105               
     0.03%  redis-server  [kernel.kallsyms]     [k] __fget_light                               [k] __fget                                     70                
     0.03%  redis-server  [kernel.kallsyms]     [k] __fget_light                               [k] __fdget_pos                                7                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __fget_light                               [k] __fdget_pos                                5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __fdget                                    [k] __fget_light                               38                
     0.03%  redis-server  [kernel.kallsyms]     [k] __alloc_fd                                 [k] expand_files                               6                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __alloc_fd                                 [k] get_unused_fd_flags                        243               
     0.03%  redis-server  [kernel.kallsyms]     [k] get_unused_fd_flags                        [k] do_sys_open                                5                 
     0.03%  redis-server  [kernel.kallsyms]     [.] __fd_install                               [.] fd_install                                 54                
     0.03%  redis-server  [kernel.kallsyms]     [.] fd_install                                 [.] do_sys_open                                1                 
     0.03%  redis-server  [kernel.kallsyms]     [.] fd_install                                 [.] __fd_install                               21                
     0.03%  redis-server  [kernel.kallsyms]     [k] __close_fd                                 [k] filp_close                                 44                
     0.03%  redis-server  [kernel.kallsyms]     [k] __close_fd                                 [k] filp_close                                 42                
     0.03%  redis-server  [kernel.kallsyms]     [k] __close_fd                                 [k] _raw_spin_lock                             25                
     0.03%  redis-server  [kernel.kallsyms]     [k] __close_fd                                 [k] _raw_spin_lock                             22                
     0.03%  redis-server  [kernel.kallsyms]     [k] __fdget_pos                                [k] mutex_lock                                 17                
     0.03%  redis-server  [kernel.kallsyms]     [k] __fdget_pos                                [k] mutex_lock                                 12                
     0.03%  redis-server  [kernel.kallsyms]     [k] __f_unlock_pos                             [k] sys_read                                   1                 
     0.03%  redis-server  [kernel.kallsyms]     [k] __f_unlock_pos                             [k] mutex_unlock                               27                
     0.03%  redis-server  [kernel.kallsyms]     [.] mntget                                     [.] path_get                                   20                
     0.03%  redis-server  [kernel.kallsyms]     [k] mntget                                     [k] pick_link                                  109               
     0.03%  redis-server  [kernel.kallsyms]     [.] mntput_no_expire                           [.] mntput                                     11                
     0.03%  redis-server  [kernel.kallsyms]     [k] __legitimize_mnt                           [k] legitimize_path.isra.29                    475               
     0.03%  redis-server  [kernel.kallsyms]     [k] __legitimize_mnt                           [k] legitimize_path.isra.29                    285               
     0.03%  redis-server  [kernel.kallsyms]     [k] __legitimize_mnt                           [k] legitimize_path.isra.29                    27                
     0.03%  redis-server  [kernel.kallsyms]     [k] __legitimize_mnt                           [k] legitimize_path.isra.29                    25                
     0.03%  redis-server  [kernel.kallsyms]     [k] our_mnt                                    [k] aa_path_name                               224               
     0.03%  redis-server  [kernel.kallsyms]     [k] our_mnt                                    [k] aa_path_name                               3                 
     0.03%  redis-server  [kernel.kallsyms]     [k] single_start                               [k] seq_read                                   43                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_read                                   [k] kvmalloc_node                              23                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_read                                   [k] __vfs_read                                 16                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_read                                   [k] _copy_to_user                              2                 
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_read                                   [k] mutex_unlock                               44                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_read                                   [k] mutex_lock                                 104               
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_read                                   [k] __indirect_thunk_start                     42                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_read                                   [k] __indirect_thunk_start                     12                
     0.03%  redis-server  [kernel.kallsyms]     [k] single_release                             [k] kvfree                                     47                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] do_task_stat                               40                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] do_task_stat                               30                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] do_task_stat                               22                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] do_task_stat                               21                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] do_task_stat                               20                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] do_task_stat                               11                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] strlen                                     18                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] strlen                                     16                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] strlen                                     14                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] strlen                                     5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] num_to_str                                 26                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] num_to_str                                 21                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] num_to_str                                 19                
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] num_to_str                                 7                 
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] num_to_str                                 3                 
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ull                        [k] memcpy                                     5                 
     0.03%  redis-server  [kernel.kallsyms]     [k] seq_put_decimal_ll                         [k] do_task_stat                               31                
     0.03%  redis-server  [kernel.kallsyms]     [.] seq_put_decimal_ll                         [.] do_task_stat                               12                
